      e_c            e_c/e_0     M_gr   M_by   M_pr     R (km)  lg A_rot  lg I/(g cm2)
 --------------------------------------------------------------------------------------
   1 0.650906E+03  0.464933E+01  1.907  2.200  2.333    12.486  57.417080 45.381378
   2 0.646269E+03  0.461621E+01  1.908  2.200  2.331    12.521  57.417080 45.380680
   3 0.640530E+03  0.457521E+01  1.909  2.200  2.329    12.567  57.417076 45.379765
   4 0.632639E+03  0.451885E+01  1.910  2.200  2.325    12.631  57.417076 45.378414
   5 0.622745E+03  0.444818E+01  1.912  2.200  2.321    12.715  57.417076 45.376556
   6 0.611039E+03  0.436456E+01  1.914  2.200  2.315    12.820  57.417080 45.374115
   7 0.597755E+03  0.426968E+01  1.916  2.200  2.309    12.946  57.417076 45.370975
   8 0.583110E+03  0.416507E+01  1.918  2.200  2.302    13.097  57.417076 45.367020
   9 0.567520E+03  0.405371E+01  1.921  2.200  2.293    13.273  57.417076 45.362122
  10 0.551892E+03  0.394209E+01  1.925  2.200  2.284    13.478  57.417076 45.356125
  11 0.535468E+03  0.382477E+01  1.929  2.200  2.274    13.717  57.417076 45.348869
  12 0.517999E+03  0.369999E+01  1.933  2.200  2.263    13.991  57.417080 45.340149
  13 0.499743E+03  0.356959E+01  1.937  2.200  2.252    14.304  57.417076 45.329746
  14 0.480903E+03  0.343502E+01  1.942  2.200  2.240    14.662  57.417076 45.317455
  15 0.461737E+03  0.329812E+01  1.948  2.200  2.227    15.069  57.417072 45.303093
  16 0.442797E+03  0.316283E+01  1.954  2.200  2.215    15.530  57.417080 45.286499
