     e_c            e_c/e_0     M_gr   M_by   M_pr     R (km)  lg A_rot  lg I/(g cm2)
 --------------------------------------------------------------------------------------
   1 0.398342E+03  0.284530E+01  1.442  1.600  1.656    12.839  57.278774 45.234058
   2 0.396635E+03  0.283311E+01  1.443  1.600  1.655    12.887  57.278774 45.231697
   3 0.394505E+03  0.281789E+01  1.443  1.600  1.653    12.948  57.278774 45.228691
   4 0.391554E+03  0.279682E+01  1.444  1.600  1.651    13.034  57.278774 45.224430
   5 0.387719E+03  0.276942E+01  1.445  1.600  1.648    13.147  57.278774 45.218876
   6 0.383152E+03  0.273680E+01  1.447  1.600  1.644    13.289  57.278778 45.211956
   7 0.377984E+03  0.269989E+01  1.448  1.600  1.640    13.461  57.278767 45.203590
   8 0.372398E+03  0.265998E+01  1.450  1.600  1.635    13.666  57.278774 45.193756
   9 0.366418E+03  0.261727E+01  1.452  1.600  1.630    13.907  57.278778 45.182354
  10 0.360734E+03  0.257667E+01  1.454  1.600  1.625    14.188  57.278774 45.169296
  11 0.354701E+03  0.253358E+01  1.457  1.600  1.619    14.513  57.278774 45.154510
  12 0.348080E+03  0.248629E+01  1.460  1.600  1.613    14.890  57.278774 45.137943
  13 0.341178E+03  0.243699E+01  1.463  1.600  1.607    15.322  57.278774 45.119461
  14 0.333855E+03  0.238468E+01  1.466  1.600  1.601    15.819  57.278774 45.099030
  15 0.326249E+03  0.233035E+01  1.469  1.600  1.595    16.387  57.278774 45.076580
  16 0.318489E+03  0.227492E+01  1.473  1.600  1.589    17.036  57.278774 45.052074
