     e_c            e_c/e_0     M_gr   M_by   M_pr     R (km)  lg A_rot  lg I/(g cm2)
 --------------------------------------------------------------------------------------
   1 0.453097E+03  0.323641E+01  1.602  1.800  1.873    12.818  57.329929 45.295849
   2 0.450966E+03  0.322119E+01  1.603  1.800  1.872    12.860  57.329926 45.293987
   3 0.448296E+03  0.320211E+01  1.604  1.800  1.870    12.915  57.329926 45.291607
   4 0.444618E+03  0.317584E+01  1.604  1.800  1.867    12.992  57.329922 45.288212
   5 0.440037E+03  0.314312E+01  1.606  1.800  1.864    13.093  57.329926 45.283772
   6 0.434608E+03  0.310434E+01  1.607  1.800  1.860    13.220  57.329926 45.278194
   7 0.428354E+03  0.305967E+01  1.609  1.800  1.855    13.374  57.329926 45.271408
   8 0.421327E+03  0.300948E+01  1.611  1.800  1.849    13.557  57.329926 45.263309
   9 0.413476E+03  0.295340E+01  1.614  1.800  1.843    13.773  57.329929 45.253796
  10 0.404889E+03  0.289206E+01  1.616  1.800  1.837    14.023  57.329929 45.242760
  11 0.395479E+03  0.282485E+01  1.619  1.800  1.830    14.312  57.329929 45.230080
  12 0.385578E+03  0.275413E+01  1.622  1.800  1.823    14.643  57.329929 45.215679
  13 0.375587E+03  0.268277E+01  1.626  1.800  1.815    15.022  57.329929 45.199455
  14 0.365977E+03  0.261412E+01  1.630  1.800  1.807    15.454  57.329941 45.181389
  15 0.357447E+03  0.255319E+01  1.634  1.800  1.800    15.950  57.329929 45.161362
  16 0.348620E+03  0.249014E+01  1.638  1.800  1.792    16.514  57.329926 45.139339
