     e_c            e_c/e_0     M_gr   M_by   M_pr     R (km)   lg A_s   lg I/(g cm2)
 --------------------------------------------------------------------------------------
   1 0.447030E+03  0.319307E+01  1.442  1.600  1.659    12.758  57.278755 45.226891
   2 0.444467E+03  0.317477E+01  1.437  1.593  1.652    12.760  57.276962 45.224945
   3 0.441263E+03  0.315188E+01  1.430  1.585  1.642    12.764  57.274677 45.222454
   4 0.436627E+03  0.311877E+01  1.420  1.573  1.630    12.770  57.271431 45.218880
   5 0.430801E+03  0.307715E+01  1.408  1.558  1.613    12.776  57.267181 45.214153
   6 0.423619E+03  0.302585E+01  1.393  1.539  1.592    12.782  57.261875 45.208160
   7 0.415287E+03  0.296634E+01  1.374  1.516  1.568    12.788  57.255444 45.200783
   8 0.405682E+03  0.289773E+01  1.352  1.490  1.539    12.794  57.247822 45.191864
   9 0.394968E+03  0.282120E+01  1.328  1.460  1.507    12.798  57.238949 45.181271
  10 0.383306E+03  0.273790E+01  1.300  1.426  1.471    12.798  57.228756 45.168827
  11 0.370916E+03  0.264940E+01  1.268  1.389  1.431    12.796  57.217216 45.154427
  12 0.358084E+03  0.255775E+01  1.234  1.348  1.388    12.790  57.204315 45.137985
  13 0.345304E+03  0.246646E+01  1.198  1.304  1.342    12.779  57.190075 45.119495
  14 0.334875E+03  0.239196E+01  1.159  1.259  1.294    12.765  57.174511 45.099026
  15 0.326237E+03  0.233027E+01  1.118  1.210  1.243    12.748  57.157562 45.076580
  16 0.318494E+03  0.227496E+01  1.075  1.160  1.190    12.730  57.139141 45.052086
