     e_c            e_c/e_0     M_gr   M_by   M_pr     R (km)  lg A_rot  lg I/(g cm2)
 --------------------------------------------------------------------------------------
   1 0.447030E+03  0.319307E+01  1.442  1.600  1.659    12.758  57.278774 45.226891
   2 0.444467E+03  0.317477E+01  1.443  1.600  1.657    12.807  57.278774 45.224945
   3 0.441263E+03  0.315188E+01  1.443  1.600  1.656    12.871  57.278774 45.222454
   4 0.436627E+03  0.311877E+01  1.444  1.600  1.653    12.961  57.278774 45.218880
   5 0.430801E+03  0.307715E+01  1.445  1.600  1.650    13.079  57.278774 45.214153
   6 0.423619E+03  0.302585E+01  1.447  1.600  1.646    13.227  57.278778 45.208160
   7 0.415287E+03  0.296634E+01  1.448  1.600  1.642    13.407  57.278774 45.200783
   8 0.405682E+03  0.289773E+01  1.450  1.600  1.637    13.621  57.278770 45.191864
   9 0.394968E+03  0.282120E+01  1.452  1.600  1.631    13.873  57.278774 45.181271
  10 0.383306E+03  0.273790E+01  1.454  1.600  1.626    14.164  57.278778 45.168827
  11 0.370916E+03  0.264940E+01  1.457  1.600  1.620    14.500  57.278774 45.154427
  12 0.358084E+03  0.255775E+01  1.460  1.600  1.613    14.884  57.278774 45.137985
  13 0.345304E+03  0.246646E+01  1.463  1.600  1.607    15.322  57.278774 45.119495
  14 0.334875E+03  0.239196E+01  1.466  1.600  1.601    15.820  57.278774 45.099026
  15 0.326237E+03  0.233027E+01  1.469  1.600  1.595    16.386  57.278778 45.076580
  16 0.318494E+03  0.227496E+01  1.473  1.600  1.589    17.038  57.278778 45.052086
