     e_c            e_c/e_0     M_gr   M_by   M_pr     R (km)  lg A_rot  lg I/(g cm2)
 --------------------------------------------------------------------------------------
   1 0.636721E+03  0.454801E+01  1.756  2.000  2.116    12.322  57.375687 45.314690
   2 0.633709E+03  0.452649E+01  1.756  2.000  2.115    12.359  57.375687 45.313892
   3 0.629928E+03  0.449948E+01  1.757  2.000  2.112    12.406  57.375687 45.312862
   4 0.624579E+03  0.446128E+01  1.758  2.000  2.109    12.474  57.375683 45.311382
   5 0.617715E+03  0.441225E+01  1.759  2.000  2.105    12.562  57.375687 45.309410
   6 0.609281E+03  0.435200E+01  1.761  2.000  2.101    12.674  57.375687 45.306881
   7 0.599303E+03  0.428073E+01  1.763  2.000  2.095    12.811  57.375687 45.303722
   8 0.587663E+03  0.419759E+01  1.765  2.000  2.088    12.975  57.375687 45.299824
   9 0.574410E+03  0.410293E+01  1.768  2.000  2.081    13.170  57.375687 45.295074
  10 0.559507E+03  0.399648E+01  1.771  2.000  2.072    13.400  57.375687 45.289299
  11 0.542844E+03  0.387746E+01  1.774  2.000  2.063    13.671  57.375687 45.282284
  12 0.524469E+03  0.374621E+01  1.778  2.000  2.052    13.988  57.375687 45.273785
  13 0.504446E+03  0.360319E+01  1.782  2.000  2.041    14.356  57.375683 45.263477
  14 0.482746E+03  0.344819E+01  1.787  2.000  2.030    14.784  57.375683 45.250999
  15 0.459625E+03  0.328304E+01  1.792  2.000  2.017    15.278  57.375675 45.235943
  16 0.435499E+03  0.311071E+01  1.797  2.000  2.005    15.842  57.375683 45.217991
